timestamp,source_ip,pid,cpu_usage,cpu_variance,num_processes,process_creation_rate,memory_usage,page_faults,virtual_memory,file_reads,file_writes,file_deletes,file_renames,file_encryption_rate,unique_extensions,file_entropy,net_bytes_sent,net_bytes_recv,net_connections,dns_queries,external_ips,registry_mods,service_changes,privilege_escalations,shadow_copy_deletes,io_bytes,thread_count,handle_count,api_crypto,api_filesystem,api_network,api_registry,label
2019-05-12 09:17:11,192.168.1.203,6689,10.53,4.92,120,0.75,61.16,21,1165,122,30,0,0,0.0069,1,3.909,86827,206028,16,7,6,1,1,0,0,285544,639,15754,1,91,60,20,Benign
2019-05-12 12:14:06,192.168.1.113,9515,78.35,10.05,145,7.41,70.51,380,4356,255,523,3,288,0.9196,24,7.906,4379205,630081,63,48,25,11,8,4,5,9702124,1611,31085,589,1032,402,93,Ransomware
2019-05-12 09:33:06,192.168.1.191,1118,14.54,0.0,109,2.65,44.26,34,2020,112,40,0,0,0.0161,4,4.91,35547,107196,13,10,2,0,0,0,0,488305,659,20865,5,136,65,7,Benign
2019-05-12 08:53:30,192.168.1.169,2263,12.92,1.02,94,2.4,42.17,33,1917,111,26,0,0,0.0006,9,5.66,93683,200115,14,0,3,0,0,0,0,432720,1012,17166,6,20,28,2,Benign
2019-05-12 14:37:15,192.168.1.199,3587,87.73,17.19,204,16.72,85.2,319,4128,529,579,13,133,1.0,22,7.912,4529948,388349,93,62,22,55,6,6,1,4374442,1838,44681,520,1160,230,36,Ransomware
2019-05-12 08:41:46,192.168.1.246,7760,30.28,1.75,83,3.98,32.78,82,1541,153,33,2,1,0.0341,8,2.857,56966,86116,6,4,4,1,1,0,0,445581,506,17485,12,315,42,5,Benign
2019-05-12 13:38:52,192.168.1.141,3999,92.34,10.89,153,21.64,63.32,248,2712,543,528,21,174,0.8912,17,7.685,5610040,711023,90,38,22,52,12,10,1,9596973,2329,53798,346,1908,482,92,Ransomware
2019-05-12 08:27:46,192.168.1.170,7251,9.58,4.15,111,3.31,53.05,7,1522,5,38,2,1,0.0,3,5.485,53438,144367,6,5,2,1,0,0,0,362188,736,11893,12,114,5,15,Benign
2019-05-12 14:30:20,192.168.1.206,4085,70.65,10.53,183,3.0,75.14,319,3482,466,567,4,183,0.9233,21,7.773,5467564,938264,128,58,20,52,9,1,2,6269025,1161,42542,500,1814,245,88,Ransomware
2019-05-12 08:40:30,192.168.1.30,5883,9.83,6.06,113,1.76,48.52,3,994,81,34,4,0,0.0278,5,6.079,23973,129026,18,5,6,2,0,0,0,287852,665,19040,11,64,57,16,Benign
2019-05-12 10:43:31,192.168.1.94,5440,19.17,2.75,96,0.88,50.01,0,561,86,8,0,0,0.0136,4,4.546,33640,137399,24,2,4,3,0,0,0,635600,930,8308,7,161,61,20,Benign
2019-05-12 08:32:45,192.168.1.131,6911,29.65,2.85,100,1.95,35.7,39,1961,70,12,2,0,0.0346,3,4.661,37220,167868,19,9,3,1,0,0,0,567890,603,17692,11,279,5,7,Benign
2019-05-12 14:43:31,192.168.1.187,1858,100.0,24.18,156,3.0,92.63,489,4551,620,455,3,50,0.7631,17,7.795,5876025,500341,95,46,23,10,7,4,3,10468470,3525,63007,630,1457,393,77,Ransomware
2019-05-12 14:45:32,192.168.1.73,2764,79.32,10.72,199,20.9,74.18,426,2499,619,150,21,225,0.7973,41,7.272,4908705,309641,78,48,10,23,10,1,4,7459147,1792,65608,387,1728,346,55,Ransomware
2019-05-12 10:26:16,192.168.1.242,8434,25.99,3.59,123,1.99,34.91,19,1699,40,0,1,0,0.0243,6,6.13,85878,131376,1,4,0,0,0,0,0,301485,1055,17497,0,391,59,23,Benign
2019-05-12 11:29:35,192.168.1.39,1885,17.62,0.0,126,4.3,49.83,44,2029,109,59,0,0,0.0642,2,4.562,65074,225194,31,4,3,2,1,0,0,788469,767,11040,2,183,67,16,Benign
2019-05-12 12:58:45,192.168.1.79,5469,76.89,23.09,134,18.36,80.24,318,3337,439,585,12,258,0.9184,43,7.47,2782593,541058,63,58,37,49,3,6,2,7867026,2575,46633,208,1395,287,30,Ransomware
2019-05-12 13:59:36,192.168.1.54,7666,74.98,8.39,252,19.25,65.85,524,2994,451,547,20,224,0.9491,37,7.889,5760760,433475,116,43,10,25,5,7,4,15544945,2476,52561,679,1664,133,95,Ransomware
2019-05-12 14:53:50,192.168.1.237,4153,76.28,15.21,173,13.57,81.99,195,3401,709,555,14,167,0.7603,42,7.624,4866230,617676,66,59,30,34,5,1,4,7831944,1537,28422,625,799,312,121,Ransomware
2019-05-12 10:54:56,192.168.1.49,7459,21.54,3.14,124,1.7,47.77,50,2354,76,2,0,1,0.0117,2,3.597,71096,71523,29,5,0,1,0,0,0,281174,942,9051,1,168,102,4,Benign
2019-05-12 12:59:55,192.168.1.15,7458,88.57,17.27,222,11.77,74.72,322,3339,574,594,19,287,0.9267,16,7.309,4910844,614641,34,55,27,21,9,5,4,7533728,1742,30941,645,1039,305,60,Ransomware
2019-05-12 13:43:26,192.168.1.214,2386,80.13,9.27,171,17.07,80.45,452,3219,402,654,18,350,0.8536,11,7.818,1868919,570762,115,70,10,54,2,1,3,9597114,1547,26330,507,1306,429,102,Ransomware
2019-05-12 08:02:27,192.168.1.120,6885,12.67,3.07,102,0.98,56.39,66,1519,164,39,0,0,0.0,1,3.427,34871,191682,11,2,0,0,0,0,0,199769,859,19398,8,165,35,16,Benign
2019-05-12 08:05:25,192.168.1.166,2654,25.85,3.64,111,1.45,46.94,69,2391,168,16,0,0,0.0026,9,4.798,30587,60432,22,7,7,1,0,0,0,639309,1039,19782,4,262,71,13,Benign
2019-05-12 09:09:52,192.168.1.244,1076,22.87,1.06,102,0.5,49.74,72,1508,134,14,1,0,0.0707,4,6.5,47291,199498,12,5,1,0,0,0,0,892970,847,22372,11,142,19,22,Benign
2019-05-12 13:25:31,192.168.1.42,7773,92.58,10.89,218,16.34,68.17,231,3555,379,392,7,220,0.8271,10,8.0,5492650,102238,30,60,25,24,5,1,2,4798426,1564,53068,205,1845,424,72,Ransomware
2019-05-12 13:14:27,192.168.1.181,6469,78.18,18.4,149,8.31,81.87,374,4052,387,336,13,126,0.8456,22,7.505,2505112,512756,80,15,10,27,11,3,3,3617914,2840,35337,765,835,352,56,Ransomware
2019-05-12 14:26:15,192.168.1.40,8733,81.1,16.37,171,11.95,82.94,403,2663,693,611,3,143,0.8601,21,7.505,1481630,661226,83,52,31,39,10,10,4,10495446,2592,47110,361,1774,171,70,Ransomware
2019-05-12 12:23:27,192.168.1.68,2792,96.94,9.18,102,14.92,76.8,298,4558,362,589,9,303,0.7309,25,8.0,3024704,341480,71,22,27,30,9,1,2,10201144,2145,37679,689,1519,383,90,Ransomware
2019-05-12 11:41:37,192.168.1.235,6989,19.43,1.66,123,1.33,47.27,78,3057,77,14,1,0,0.0427,7,5.204,90324,40305,16,5,3,1,0,0,0,288649,535,13799,7,81,37,0,Benign
2019-05-12 14:24:35,192.168.1.157,1627,83.89,19.08,137,10.22,84.64,199,2657,632,397,6,145,0.7359,10,7.726,3631701,588688,57,34,22,25,5,6,2,7781338,2807,47855,393,1257,127,107,Ransomware
2019-05-12 14:25:41,192.168.1.161,1139,64.33,13.78,155,12.63,80.52,279,4197,210,433,9,333,0.9255,37,8.0,3872724,697568,91,55,23,34,14,1,2,10202152,1331,46263,370,1091,419,85,Ransomware
2019-05-12 11:24:16,192.168.1.136,6496,8.35,3.22,133,0.72,46.8,73,2131,223,29,0,0,0.0345,8,5.741,90152,161352,9,5,2,0,0,0,0,504720,586,23919,8,235,14,9,Benign
2019-05-12 11:57:12,192.168.1.21,3683,10.29,8.85,109,3.55,53.05,31,2612,56,48,0,0,0.0,5,2.959,4786,213368,21,4,1,2,0,0,0,77781,938,9379,9,175,33,21,Benign
2019-05-12 09:35:20,192.168.1.133,2808,13.62,0.0,129,2.34,37.8,90,2531,105,9,0,0,0.0105,3,3.297,3571,226520,15,2,2,0,0,0,0,446729,676,18887,1,238,5,8,Benign
2019-05-12 12:16:30,192.168.1.149,9563,82.92,18.05,235,12.72,65.3,565,4993,621,382,14,321,0.8147,28,7.812,5702883,525491,59,85,27,26,7,5,3,10290037,2512,30043,495,1409,100,85,Ransomware
2019-05-12 09:31:57,192.168.1.5,9574,13.88,4.77,111,0.99,27.88,38,2551,61,51,0,0,0.0485,1,5.149,56080,195169,22,0,0,1,1,0,0,362862,991,15181,6,365,58,12,Benign
2019-05-12 08:14:01,192.168.1.188,2560,13.04,2.81,115,2.41,44.09,71,2823,159,42,0,0,0.0052,4,5.44,48025,156857,18,6,6,1,0,0,0,497382,824,24911,11,188,50,9,Benign
2019-05-12 10:19:11,192.168.1.211,8485,13.09,4.3,142,3.17,66.4,0,1258,98,47,0,0,0.0462,3,4.969,99466,243268,22,4,4,4,0,0,0,160050,859,25520,7,162,101,11,Benign
2019-05-12 11:34:12,192.168.1.211,1977,15.31,2.99,98,3.49,42.35,111,2440,60,40,3,0,0.0,3,6.484,85268,52531,12,8,4,1,0,0,0,541944,783,3952,13,251,88,13,Benign
2019-05-12 11:18:05,192.168.1.29,4327,4.39,0.0,92,3.46,68.37,9,1171,167,20,0,0,0.0,8,3.533,47481,232223,27,0,4,1,0,0,0,314952,1081,26600,8,82,79,5,Benign
2019-05-12 14:06:15,192.168.1.220,6564,77.26,9.77,154,10.95,82.27,544,2358,641,573,26,260,0.8777,10,7.69,2555762,637129,94,59,28,27,12,1,3,11573226,2657,33713,679,1986,476,100,Ransomware
2019-05-12 13:54:47,192.168.1.159,1507,87.25,10.63,202,8.58,69.63,387,2949,290,297,19,225,0.987,28,8.0,4401885,86089,59,32,35,25,8,1,2,11097200,2306,32815,318,2052,413,60,Ransomware
2019-05-12 13:21:52,192.168.1.152,8489,79.95,13.53,113,18.58,75.21,390,2253,564,244,15,349,0.847,36,7.686,3653810,366333,84,70,16,29,2,2,3,8197912,2490,42917,778,1504,227,35,Ransomware
2019-05-12 08:01:55,192.168.1.41,9587,3.6,5.31,111,3.32,58.89,15,2097,139,42,1,0,0.0529,1,4.651,46664,158665,5,3,3,6,0,0,0,474830,1016,19986,12,352,60,4,Benign
2019-05-12 11:39:27,192.168.1.27,7641,17.49,3.6,154,2.55,38.62,24,2305,95,8,1,0,0.0593,11,6.339,6956,192301,14,6,1,0,1,0,0,319606,644,20223,2,264,63,0,Benign
2019-05-12 12:38:21,192.168.1.72,6134,80.53,14.94,185,19.65,71.53,358,2753,671,447,6,169,0.7348,19,7.582,5704817,441459,76,37,35,35,11,7,1,12131840,2568,28816,461,2354,231,86,Ransomware
2019-05-12 11:04:36,192.168.1.25,1542,17.13,4.01,127,3.67,40.28,85,1588,70,68,2,1,0.0225,6,4.127,66207,129360,18,0,0,2,0,0,0,571439,980,18089,0,350,90,1,Benign
2019-05-12 13:06:52,192.168.1.98,9570,96.36,10.81,219,10.6,74.54,430,3468,754,537,18,149,0.7697,26,7.959,7192271,558479,62,46,18,54,17,7,4,3306603,2514,45596,651,1453,330,98,Ransomware
2019-05-12 14:33:41,192.168.1.21,4382,80.15,17.55,189,7.83,73.24,188,3213,273,544,17,270,0.8521,14,7.556,2279739,271806,90,15,21,36,7,4,3,4367724,1849,39538,435,1246,481,48,Ransomware
2019-05-12 10:38:57,192.168.1.25,9290,5.99,0.69,111,2.5,39.83,52,2126,78,17,2,0,0.0446,2,4.849,48185,169371,26,3,1,4,0,0,0,880456,766,16704,4,33,46,8,Benign
2019-05-12 08:07:02,192.168.1.235,5839,8.53,2.63,117,4.06,35.34,0,2214,116,43,0,0,0.0103,8,6.068,43746,135395,13,1,4,3,1,0,0,329619,656,20608,7,155,5,12,Benign
2019-05-12 08:18:57,192.168.1.51,4633,6.38,5.5,131,1.06,43.89,49,2447,101,0,2,1,0.0,3,3.682,52803,257276,24,4,1,1,0,0,0,331783,1027,18196,0,245,92,5,Benign
2019-05-12 08:24:40,192.168.1.94,9888,22.2,6.35,92,0.86,40.86,31,1864,71,41,0,0,0.0438,1,5.633,24951,53784,19,3,2,2,0,0,0,777439,853,15655,0,330,5,7,Benign
2019-05-12 09:23:26,192.168.1.138,2986,22.4,2.94,66,1.54,51.33,51,1769,93,30,1,0,0.0164,6,5.513,13436,161325,9,1,2,3,0,0,0,459784,676,20577,2,399,67,24,Benign
2019-05-12 10:58:12,192.168.1.29,4044,5.09,1.62,71,1.19,16.3,62,1760,100,30,0,1,0.0084,4,4.899,22550,1000,1,5,1,0,0,0,0,569501,1127,19298,2,393,5,13,Benign
2019-05-12 08:59:15,192.168.1.200,2925,14.23,0.37,162,3.02,55.43,66,2388,117,7,2,0,0.0505,1,4.551,52805,314715,14,0,2,3,0,0,0,543422,567,11151,1,152,65,0,Benign
2019-05-12 11:53:26,192.168.1.98,6047,36.54,2.52,85,2.05,53.91,51,1862,23,10,0,0,0.0174,2,3.222,49218,37368,23,4,1,0,0,0,0,477439,596,14994,6,225,30,12,Benign
2019-05-12 11:30:37,192.168.1.2,3881,19.85,3.03,126,2.59,51.66,80,2862,45,31,0,1,0.0283,5,3.167,98935,111356,25,3,3,1,0,0,0,654248,761,15989,7,325,50,15,Benign
2019-05-12 13:12:42,192.168.1.168,4127,76.35,9.08,171,10.5,71.28,284,2794,349,416,9,182,1.0,10,7.96,4763029,882778,115,22,10,39,2,8,2,7493697,2116,34318,541,2295,355,109,Ransomware
2019-05-12 12:36:47,192.168.1.132,6143,97.97,10.01,198,19.48,68.12,237,3584,392,412,11,163,0.7412,22,7.804,5920325,185867,70,69,34,51,12,6,1,13544993,1975,57324,462,1242,350,73,Ransomware
2019-05-12 12:25:05,192.168.1.37,6715,78.65,17.66,137,12.61,85.37,239,2711,418,385,25,223,0.8302,21,7.517,1924893,664374,57,42,28,25,12,3,1,9520793,888,20000,425,1388,329,83,Ransomware
2019-05-12 13:48:35,192.168.1.146,7676,76.07,14.45,185,17.31,80.91,177,2944,363,462,6,296,0.9754,20,8.0,4449962,468987,61,55,18,31,11,9,2,5316701,2431,34280,482,1769,320,40,Ransomware
2019-05-12 10:14:36,192.168.1.163,8258,40.54,2.38,87,2.44,46.63,0,2652,142,23,0,0,0.0172,7,4.796,70753,155824,2,7,3,4,0,0,0,886570,569,12765,0,149,68,0,Benign
2019-05-12 12:12:02,192.168.1.145,5617,83.97,17.65,191,9.86,84.7,402,4301,360,571,19,286,0.8265,28,7.508,5810925,561269,56,60,13,29,9,8,5,7337955,2274,41582,615,1841,313,71,Ransomware
2019-05-12 09:57:45,192.168.1.171,2562,32.32,0.0,132,1.21,56.93,0,2147,52,38,2,1,0.0007,6,4.44,100,155746,3,10,4,3,0,0,0,543550,857,16021,0,323,42,9,Benign
2019-05-12 09:03:36,192.168.1.184,8904,14.23,4.65,170,2.49,45.92,39,1477,27,47,0,0,0.0,5,3.185,20279,262354,19,8,2,2,0,0,0,314443,831,17055,6,230,53,4,Benign
2019-05-12 08:54:35,192.168.1.193,8889,15.47,3.73,174,3.96,64.38,51,1854,48,7,0,0,0.032,10,4.311,27084,169135,20,0,4,0,0,0,0,758139,618,12904,3,159,43,0,Benign
2019-05-12 14:39:46,192.168.1.137,1618,69.25,15.64,169,23.9,62.35,245,4580,646,571,3,306,0.9141,37,7.904,5646038,329120,30,100,28,32,6,7,1,10522399,1974,47060,590,961,359,113,Ransomware
2019-05-12 13:20:47,192.168.1.45,2977,63.64,18.1,200,13.1,78.26,428,2732,651,456,17,164,0.8324,12,7.688,6770753,631276,96,54,10,29,7,3,5,5366694,1520,30125,651,980,218,82,Ransomware
2019-05-12 13:46:06,192.168.1.254,3973,100.0,11.77,176,5.01,93.78,403,2654,336,480,16,69,0.802,15,7.156,2504722,288468,83,54,18,25,7,11,2,6891019,2172,28427,397,1008,243,68,Ransomware
2019-05-12 08:39:00,192.168.1.192,2738,10.76,2.09,135,0.97,63.31,32,2352,114,45,0,0,0.0259,3,4.701,35483,180360,18,5,1,1,0,0,0,671141,918,12853,3,20,5,7,Benign
2019-05-12 08:13:07,192.168.1.138,8220,18.79,3.22,92,2.86,53.49,76,2631,73,29,0,1,0.0368,1,3.803,100,188202,19,1,3,1,1,0,0,560679,509,22212,16,245,86,25,Benign
2019-05-12 09:47:55,192.168.1.217,7714,14.21,0.0,107,1.59,57.91,93,1337,5,47,0,0,0.011,5,4.03,26670,164583,28,2,0,3,1,0,0,436708,933,17974,2,401,56,11,Benign
2019-05-12 08:41:26,192.168.1.96,5992,13.48,2.9,155,3.09,53.95,61,2095,110,54,0,0,0.0219,8,3.34,82482,254103,16,8,3,0,0,0,0,339989,807,17340,0,257,8,5,Benign
2019-05-12 14:35:01,192.168.1.238,2048,93.9,18.07,123,9.35,90.09,266,3161,459,444,3,172,0.8283,28,7.646,3524118,634959,110,15,12,10,4,4,2,9928026,2268,36813,472,1377,258,61,Ransomware
2019-05-12 12:05:02,192.168.1.151,9489,22.97,0.36,162,3.48,41.64,74,2198,30,39,0,0,0.0,1,4.598,57745,67257,18,6,1,3,0,0,0,873402,299,19342,2,299,51,12,Benign
2019-05-12 12:48:00,192.168.1.39,8027,86.3,15.77,198,15.99,78.2,251,3414,291,338,15,94,0.7633,27,7.976,5181840,849914,76,54,39,46,6,1,2,8805949,1136,46680,443,1255,343,104,Ransomware
2019-05-12 08:31:06,192.168.1.254,6866,22.67,6.61,158,2.5,33.57,54,1122,178,29,0,0,0.0199,5,5.157,14357,280800,2,3,4,0,1,0,0,304120,853,10239,8,363,23,0,Benign
2019-05-12 08:06:36,192.168.1.197,5308,1.0,2.5,160,0.0,53.71,39,2049,52,60,2,0,0.0103,5,4.193,81826,257398,16,5,4,2,0,0,0,519289,1124,15638,8,170,62,13,Benign
2019-05-12 10:09:27,192.168.1.100,1651,8.38,1.07,85,0.0,54.13,53,1693,61,39,1,0,0.0356,7,4.223,37883,153058,24,2,0,0,0,0,0,92998,706,13518,5,167,59,12,Benign
2019-05-12 10:19:05,192.168.1.54,8399,19.37,3.07,118,1.1,63.43,44,1576,38,58,0,0,0.0364,8,6.173,56887,194922,1,2,0,1,0,0,0,714493,1143,7089,7,239,27,7,Benign
2019-05-12 10:57:35,192.168.1.218,8444,15.16,4.69,137,2.59,53.69,103,2887,105,4,0,0,0.026,4,3.104,100,150308,17,8,1,0,0,0,0,489432,537,25310,2,305,17,0,Benign
2019-05-12 14:09:55,192.168.1.161,7915,86.99,13.71,152,8.64,59.45,312,3041,650,534,17,178,0.9112,36,7.795,6886121,434911,36,43,24,15,12,1,1,10173975,1523,39783,293,900,292,96,Ransomware
2019-05-12 08:38:47,192.168.1.98,2189,13.23,0.33,144,0.13,41.54,95,1860,130,31,0,1,0.0,1,4.161,68916,110847,13,2,0,2,0,0,0,382702,523,14533,12,20,55,0,Benign
2019-05-12 08:20:40,192.168.1.89,8488,29.12,3.46,69,3.99,50.43,44,1313,29,59,1,0,0.0384,8,2.917,71167,44698,18,5,6,5,0,0,0,298603,600,11141,6,151,83,12,Benign
2019-05-12 09:17:36,192.168.1.156,9490,30.05,6.06,145,0.73,37.5,48,2006,210,42,1,0,0.0289,3,2.407,23165,276552,7,7,4,0,0,0,0,629899,791,14031,9,280,32,0,Benign
2019-05-12 09:51:16,192.168.1.65,4537,12.3,1.71,129,1.9,60.19,0,1502,49,34,1,0,0.0001,2,3.727,77581,220786,33,7,0,1,0,0,0,389156,816,24316,5,193,50,21,Benign
2019-05-12 14:17:01,192.168.1.165,6209,97.56,15.44,209,22.14,78.31,307,2946,318,313,20,79,0.7043,29,7.529,1454794,689500,88,46,15,28,18,6,3,4308109,1550,28517,566,1557,298,68,Ransomware
2019-05-12 09:51:32,192.168.1.31,2658,11.89,0.0,120,1.21,35.63,43,1704,59,40,0,0,0.0194,9,4.526,91769,211957,19,6,3,5,0,0,0,842514,812,15264,15,195,44,14,Benign
2019-05-12 09:57:11,192.168.1.83,7550,3.63,2.77,108,2.18,26.94,10,1928,74,30,1,0,0.0457,1,4.68,86929,178393,10,0,2,3,0,0,0,641087,661,17288,4,300,23,14,Benign
2019-05-12 09:30:50,192.168.1.240,8891,14.43,0.8,105,1.34,39.58,54,1281,85,9,2,0,0.0,1,4.271,30581,89328,1,1,3,0,0,0,0,414486,1043,11098,7,124,48,10,Benign
2019-05-12 13:50:45,192.168.1.28,1008,72.04,9.17,151,12.68,79.97,294,3788,480,287,15,171,0.6849,30,8.0,5308195,628697,114,40,36,23,9,1,1,10980067,1403,43631,488,1625,403,60,Ransomware
2019-05-12 09:01:52,192.168.1.254,9561,10.0,3.64,72,0.0,59.32,68,2495,181,25,0,0,0.0,8,3.65,24866,168579,26,4,3,3,0,0,0,557426,499,3000,6,337,94,0,Benign
2019-05-12 11:13:37,192.168.1.35,4287,28.4,3.42,169,4.41,41.91,96,1427,147,52,0,0,0.0,6,2.717,8122,163990,16,7,0,0,1,0,0,440578,1101,29558,7,20,45,13,Benign
2019-05-12 13:00:05,192.168.1.80,2737,71.05,11.55,208,24.43,71.89,362,3483,611,353,25,220,0.9191,20,7.692,6348126,476403,30,28,19,26,10,10,2,4593344,2210,27709,531,1308,474,90,Ransomware
2019-05-12 10:56:56,192.168.1.51,8155,12.9,2.86,119,2.47,37.66,65,2392,5,61,1,0,0.0,6,5.654,51388,124505,12,4,6,3,0,0,0,468806,839,10407,0,161,93,4,Benign
2019-05-12 10:54:30,192.168.1.104,2797,23.31,2.77,121,1.1,43.81,54,2299,5,52,0,0,0.029,6,3.992,26834,99507,7,6,1,2,0,0,0,581374,835,15007,0,20,31,2,Benign
2019-05-12 08:20:02,192.168.1.44,7704,8.66,3.02,113,3.17,31.96,62,2097,74,5,0,0,0.0,1,4.964,65062,62150,17,7,1,3,0,0,0,423769,564,6981,5,217,49,0,Benign
2019-05-12 11:15:57,192.168.1.145,1060,19.94,3.75,103,2.81,55.58,62,2227,31,31,0,0,0.0224,3,5.601,76443,137175,18,4,0,3,0,0,0,631166,766,21902,0,146,65,17,Benign
2019-05-12 09:54:12,192.168.1.239,4504,13.62,0.0,126,0.84,42.3,74,2064,127,21,0,0,0.0119,8,5.283,67237,33086,4,0,2,5,0,0,0,544626,1064,26248,13,179,17,7,Benign
2019-05-12 09:28:05,192.168.1.221,2702,24.38,3.9,119,0.0,31.98,72,2192,36,20,0,0,0.0116,7,4.431,51199,161817,11,4,1,0,0,0,0,484011,633,13771,10,114,46,9,Benign
2019-05-12 14:41:22,192.168.1.153,1295,100.0,5.0,177,13.61,68.05,387,3152,400,550,7,216,0.6815,12,7.903,6018726,276453,30,57,10,42,7,4,6,4435669,2047,41969,259,1422,481,66,Ransomware
2019-05-12 08:16:35,192.168.1.108,9166,5.86,3.87,109,1.31,45.21,86,1265,96,14,0,0,0.0273,1,4.626,21142,222505,8,12,2,2,0,0,0,467820,893,10393,10,233,91,15,Benign
2019-05-12 11:10:01,192.168.1.118,2702,1.19,1.72,110,5.2,25.99,57,1616,5,51,0,1,0.0538,4,5.768,21871,86808,17,5,4,2,0,0,0,512983,936,18381,0,63,38,23,Benign
2019-05-12 14:35:45,192.168.1.37,2492,81.99,13.13,171,3.64,61.92,266,2974,825,423,21,236,0.741,19,7.369,4203782,336517,107,15,27,10,4,3,2,10106134,1257,36392,733,1086,149,69,Ransomware
